user_id,country,kyc_status,account_age_days,device_count,ip_risk_score,total_transaction_amount,transaction_count,avg_transaction_amount,std_transaction_amount,unique_counterparty_countries,days_since_last_tx,anomaly_score,is_anomaly
u0029,RU,passed,218,2,0.73,87989.81,44,1999.768409090909,2257.9860273755,10,0,0.1612621526361932,False
u0030,SA,passed,84,3,0.7,68451.01,32,2139.0940625,1863.2900112779346,9,2,0.12159308113047795,False
u0031,DE,passed,296,7,0.2,62978.72,29,2171.68,1945.7345886157532,9,1,0.13303180393694586,False
u0032,FR,passed,706,2,0.62,103484.14,43,2406.6079069767443,2160.6408445749407,10,10,0.12927519659481324,False
u0033,NG,passed,400,1,0.66,166108.18,86,1931.490465116279,1824.2034803561005,10,2,0.16268158806959748,False
u0034,SA,failed,825,6,0.74,195644.65,99,1976.2085858585858,1793.8165147056243,10,1,0.09419089202736214,False
u0035,SA,passed,309,3,0.94,63206.15,44,1436.5034090909091,1207.0426841240578,10,2,0.09356665883396736,False
u0036,BR,passed,925,3,0.92,141711.15,50,2834.223,2241.9737553218683,10,1,0.06255921963811661,False
u0037,CN,passed,918,7,0.59,136802.69,73,1874.0094520547946,1611.8730887713375,10,0,0.15071214075402256,False
u0038,CN,passed,15,5,0.02,81284.59,40,2032.11475,1612.7294456261657,10,1,0.10475368124099227,False
u0039,BR,passed,403,3,0.81,137215.2,64,2143.9875,2163.0771689505027,10,1,0.16354181885476549,False
u0040,US,passed,160,3,0.63,87588.78,49,1787.5261224489795,1416.9880650900234,10,0,0.15105793149661811,False
u0041,BR,passed,956,7,0.77,240346.63999999998,93,2584.3724731182792,2490.9105147893983,10,0,0.020794802031202764,False
u0042,US,passed,3,3,0.53,30473.09,14,2176.6492857142857,1747.1095508316423,6,20,0.021745091990405085,False
u0043,NG,passed,963,7,0.31,85874.45,40,2146.86125,2740.675326437729,10,8,0.08391660209597201,False
u0044,NG,passed,123,7,0.18,109801.56999999999,62,1770.993064516129,1779.4567737130917,10,3,0.1613739210164763,False
u0045,CN,passed,447,3,0.95,36756.2,25,1470.2479999999998,1818.0988808367933,10,0,0.08670145065548146,False
u0046,CN,passed,277,8,0.42,94075.37,43,2187.7993023255813,1859.943840871848,10,0,0.17659761057815548,False
u0047,US,passed,689,4,0.22,104921.83,51,2057.2907843137255,1989.1828512470572,10,0,0.16866945880184697,False
u0048,IN,passed,691,8,0.17,72567.74,35,2073.364,2217.9032806515042,9,0,0.1234897539059226,False
u0049,DE,passed,989,5,0.4,98005.52,47,2085.223829787234,2515.010739930006,10,0,0.122692033134634,False
u0050,BR,passed,650,5,0.59,10549.84,6,1758.3066666666666,1748.8205685165835,4,0,0.031363890234490266,False
u0051,IR,passed,22,5,0.17,27325.47,12,2277.1225,2884.010024891557,7,7,0.02195847422788033,False
u0052,FR,passed,518,3,0.77,160398.33000000002,73,2197.237397260274,2276.4972741167926,10,0,0.15821464537418295,False
u0053,DE,failed,992,6,0.41,201764.07,89,2267.0120224719103,2492.2400128983004,10,0,0.07712213879966412,False
u0054,BR,passed,102,2,0.05,64956.4,40,1623.91,1610.6655652738632,10,2,0.12002108111378462,False
u0055,FR,passed,771,2,0.6,33162.23,25,1326.4892000000002,1671.846181854858,9,1,0.10924040766856463,False
u0056,NG,passed,103,1,0.12,149753.6,67,2235.1283582089554,2523.242618253644,10,13,0.05487731319355138,False
u0057,SA,passed,512,2,0.08,48953.67,24,2039.73625,1618.2765169471863,10,8,0.12203765016209495,False
u0058,NG,passed,936,1,0.88,16819.61,15,1121.3073333333334,693.7895148640098,8,6,-0.013427519015931089,True
u0059,IR,passed,970,7,0.04,159092.52,75,2121.2336,1896.5424024379138,10,4,0.09600591622964472,False
u0060,IN,passed,510,2,0.46,153498.97,80,1918.737125,1814.6572353848721,10,1,0.17512104015493152,False
u0061,SA,passed,412,7,0.04,70016.42,31,2258.594193548387,1972.3753647852702,10,0,0.10894736069784278,False
u0062,DE,passed,135,7,0.9,163691.56,96,1705.1204166666666,1790.6654432337164,10,1,0.10123555823493469,False
u0063,US,passed,149,8,0.99,79962.52,48,1665.8858333333335,1711.5725404954399,10,9,0.10743798812382582,False
u0064,FR,passed,577,5,0.37,140735.93,63,2233.9036507936507,2156.9502899070267,10,4,0.1698820400126887,False
u0065,IR,failed,362,3,0.46,101804.51,51,1996.166862745098,1570.1649765085072,10,0,0.16803037569298906,False
u0066,US,failed,997,6,0.46,109468.34,48,2280.5904166666664,2080.003660584912,9,4,0.09708307254142806,False
u0067,DE,passed,139,9,0.62,129016.55,72,1791.896527777778,1822.9661920742033,10,0,0.163448003931004,False
u0068,BR,passed,223,6,0.6,93470.36,40,2336.759,2496.4429328719207,10,5,0.13061277079911643,False
u0069,IR,passed,543,1,0.37,145071.23,65,2231.865076923077,1946.8526568694817,10,1,0.17476264235648348,False
u0070,NG,passed,902,8,0.29,155532.42,70,2221.8917142857144,2200.779851940481,10,4,0.1342553133708259,False
u0071,BR,passed,436,8,0.07,188283.31,95,1981.9295789473683,1854.67339766786,10,0,0.11103373896799096,False
u0072,FR,passed,108,5,0.43,167739.4,84,1996.897619047619,1863.9079613282136,10,0,0.16066271164305584,False
u0073,RU,failed,479,4,0.84,33328.38,17,1960.4929411764704,2308.7104611388713,9,5,0.10438826634581483,False
u0074,NG,passed,818,8,0.68,46085.59,25,1843.4235999999999,1454.6930541723686,8,2,0.11080124426379417,False
u0075,NG,passed,820,4,0.54,159207.59,77,2067.631038961039,2126.6537325607796,10,1,0.16828460213487884,False
u0076,NG,passed,358,8,0.5,75989.47,43,1767.196976744186,1508.5180455816246,10,3,0.16885952818719635,False
u0077,FR,passed,773,8,0.48,94337.72,55,1715.2312727272727,1774.0448413494853,10,3,0.16601785148126286,False
u0078,RU,passed,890,6,0.26,106313.36,58,1832.9889655172415,1807.1194976368504,10,7,0.13356011786556649,False
u0079,BR,passed,931,2,0.99,124799.82,77,1620.7768831168833,1244.5976075827414,10,1,0.0760865282021328,False
u0080,FR,passed,715,3,0.32,51881.13,35,1482.318,1211.7245758732856,9,0,0.0940097735649254,False
u0081,US,failed,514,9,0.23,97384.93000000001,45,2164.1095555555557,3090.318258062338,10,0,0.11108710093943419,False
u0082,NG,passed,773,3,0.12,167620.43,82,2044.1515853658536,2132.683830244498,10,0,0.1474599222431468,False
u0083,BR,passed,533,9,0.82,19520.77,9,2168.9744444444445,1399.2373700976461,6,4,0.06533573406531912,False
u0084,IN,passed,32,5,0.1,18429.0,10,1842.9,1742.829191579663,6,12,0.02601154860585264,False
u0085,US,passed,913,3,0.73,153194.88,70,2188.498285714286,2931.7268347175213,10,1,0.09765784213532364,False
u0086,FR,passed,658,3,0.89,195025.55,76,2566.125657894737,3300.6984738725973,10,0,0.027500639925923887,False
u0087,SA,passed,489,6,0.5,29417.809999999998,18,1634.3227777777777,1372.1858708378847,10,21,0.0628093999672974,False
u0088,IR,passed,829,6,0.11,178033.69,87,2046.3642528735631,1904.5006638319537,10,2,0.13839231661917084,False
u0089,BR,passed,71,3,0.59,150935.64,85,1775.713411764706,1574.3245771430218,10,2,0.1311227159784112,False
u0090,IN,passed,775,3,0.24,28584.62,11,2598.601818181818,2432.642876074572,7,28,-0.0019503323587213295,True
u0091,US,passed,364,4,0.51,16242.16,8,2030.27,2255.61131336306,5,9,0.05511594162566236,False
u0092,FR,passed,356,9,0.78,105194.0,51,2062.627450980392,2295.3408332165773,10,8,0.14708010004066824,False
u0093,IN,passed,351,7,0.58,128257.78,55,2331.9596363636365,1890.0325936901133,10,5,0.15283718481646308,False
u0094,DE,passed,186,7,0.89,36263.880000000005,13,2789.529230769231,2971.360303417335,8,70,-0.0568463607693781,True
u0095,IR,passed,303,9,0.53,125856.25,66,1906.9128787878788,2184.6938988550914,10,0,0.17811901756683873,False
u0096,DE,passed,118,6,0.77,102696.45,57,1801.6921052631578,1593.5735335455709,10,5,0.15150341077578489,False
u0097,DE,failed,994,1,0.95,116766.82,53,2203.1475471698113,2505.955912617061,10,10,0.0644649932606256,False
u0098,IN,passed,230,7,0.0,80072.63,39,2053.144358974359,2607.3758689440137,10,0,0.06427970320066645,False
u0099,SA,passed,949,2,0.52,68034.31,39,1744.469487179487,1500.8607882337471,10,3,0.1367902237940593,False
u0100,IR,passed,169,7,0.23,151090.67,69,2189.719855072464,1917.907896142759,10,0,0.15434445575138195,False
u0101,IN,passed,431,8,0.83,113681.19,54,2105.2072222222223,1850.2443578725777,10,0,0.16019118240556235,False
u0102,FR,passed,924,9,0.7,133065.54,67,1986.0528358208956,1840.1724925774777,10,0,0.15106786636765696,False
u0103,IR,passed,310,7,0.82,49903.71,34,1467.7561764705881,1479.4501002143772,9,0,0.09423993310691664,False
u0104,FR,passed,96,2,0.78,30200.96,11,2745.541818181818,2175.2025422696533,7,13,0.04478005878100888,False
u0105,DE,passed,813,2,0.37,157205.32,81,1940.8064197530864,1980.7295717918616,10,8,0.13754686694242335,False
u0106,IN,passed,594,6,0.84,49988.97,28,1785.3203571428571,1508.6440271819326,9,8,0.12327676641757729,False
u0107,IR,passed,235,4,0.73,171969.86,73,2355.751506849315,2615.9795022492,10,1,0.10720304893611654,False
u0108,RU,passed,444,2,0.5,144047.64,75,1920.6352000000002,1761.0112653862238,10,4,0.17052756624321008,False
u0109,RU,passed,692,4,0.85,163875.26,79,2074.3703797468356,1952.929903167482,10,3,0.15341087323281793,False
u0110,NG,passed,391,2,0.8,81904.0,45,1820.088888888889,2385.233166597633,10,7,0.1366988945487808,False
u0111,DE,passed,177,9,0.64,101399.90000000001,50,2027.9980000000003,1852.5367286187961,10,0,0.17200444390458064,False
u0112,IN,failed,675,1,0.65,169282.7,77,2198.4766233766236,2075.8349439085,10,2,0.16037408306360634,False
u0113,BR,passed,824,2,0.01,92016.55,36,2556.015277777778,2699.3678161318603,10,3,0.03185675099865981,False
u0114,IN,passed,300,5,0.99,102845.73,65,1582.242,1676.4221801533172,10,4,0.12237499497326221,False
u0115,US,failed,561,8,0.19,125966.73,60,2099.4455,2256.7504303285023,10,2,0.17102770981757104,False
u0116,SA,passed,369,5,0.19,151190.97,86,1758.0345348837209,1528.1153701923215,10,2,0.12890815627331287,False
u0117,BR,passed,521,8,0.89,61183.12,28,2185.111428571429,1515.5771764620563,9,2,0.12239474329242528,False
u0118,FR,passed,286,7,0.38,36578.02,15,2438.5346666666665,3091.648887371237,7,10,0.03070836876193428,False
u0119,BR,passed,645,8,0.61,160052.64,84,1905.3885714285716,1623.6090534541174,10,2,0.1575726425647923,False
u0120,CN,passed,298,1,0.31,89500.9,41,2182.948780487805,1931.4529918201417,10,3,0.1812402542915041,False
u0121,IN,passed,378,6,0.83,192990.45,97,1989.5922680412373,1880.663702756459,10,0,0.12205130962061778,False
u0122,IN,passed,835,6,0.73,170756.66,86,1985.542558139535,2192.3276741110985,10,1,0.15558933213463905,False
u0123,CN,passed,160,4,0.07,66412.62,30,2213.754,2499.749966089161,8,12,0.03930897286702195,False
u0124,DE,passed,81,5,0.9,12017.57,7,1716.7957142857142,1533.5897901313892,5,9,0.021605121896747903,False
u0125,US,passed,450,2,0.11,34682.520000000004,14,2477.3228571428576,4020.5404092818335,6,8,-0.015101795627275538,True
u0126,SA,passed,529,9,0.37,152258.09,72,2114.6956944444446,2275.6178040431973,10,0,0.1681304510400019,False
u0127,CN,passed,614,3,0.73,24532.87,12,2044.4058333333332,2166.8680329052145,8,19,0.07561942286184375,False
u0128,FR,passed,0,3,0.26,10949.91,7,1564.2728571428572,1573.51019858695,4,1,0.007407136937784942,False
u0129,CN,passed,973,4,0.04,162427.7,72,2255.9402777777777,2321.0574513209094,10,0,0.08461311762042767,False
u0130,DE,passed,755,2,0.03,48453.47,23,2106.6726086956523,1714.6911541791303,10,14,0.07978966423088163,False
u0131,IR,passed,51,9,0.55,153129.87,56,2734.461964285714,2047.5515931254622,10,1,0.10197031211274848,False
u0132,BR,passed,476,9,0.47,195036.41,96,2031.6292708333333,2217.2476357014507,10,4,0.11755537420181139,False
u0133,FR,passed,642,2,0.11,15091.09,7,2155.87,1632.4588435342966,5,8,0.03206372559298065,False
u0134,SA,passed,544,6,0.03,15053.73,6,2508.955,2730.516838972065,4,61,-0.0877199757452688,True
u0135,US,passed,415,2,0.98,14333.96,9,1592.6622222222222,1375.7529350484572,5,33,-0.03452506270389133,True
u0136,CN,passed,623,8,0.1,147005.27,72,2041.739861111111,1951.7314323480766,10,0,0.15302032214742234,False
u0137,IR,passed,913,6,0.5,21801.440000000002,10,2180.1440000000002,1525.0210814513716,7,11,0.05441588850815138,False
u0138,CN,passed,820,4,0.26,172032.2,81,2123.8543209876543,2016.2015601837397,10,0,0.15681778398726814,False
u0139,CN,passed,900,8,0.17,25169.63,17,1480.5664705882355,1597.776115499842,7,1,0.05112989509190835,False
u0140,BR,passed,185,8,0.38,5151.07,6,858.5116666666667,324.88379204981385,3,3,-0.07106581051604899,True
u0141,IN,passed,221,7,0.83,112515.26000000001,63,1785.9565079365082,1503.1495324207237,10,4,0.1437956419304381,False
u0142,RU,passed,2,1,0.11,117530.61,54,2176.492777777778,1737.381409033262,10,1,0.13779902475873307,False
u0143,FR,passed,828,1,0.99,39849.05,21,1897.5738095238096,1685.4331906619027,9,26,0.03400848969578252,False
u0144,DE,passed,417,9,0.23,10104.04,5,2020.8080000000002,2696.140787768695,3,58,-0.07554191739603966,True
u0145,NG,failed,621,6,0.87,186192.45,94,1980.7707446808513,2476.661420087313,10,0,0.09783782008589348,False
u0146,IN,passed,478,1,0.28,44808.12,30,1493.604,1330.977454260201,9,4,0.11505608190115446,False
u0147,SA,passed,379,1,0.32,88397.42,60,1473.2903333333334,1492.2767044999086,10,0,0.13088015661875163,False
u0148,IN,passed,908,7,0.71,98904.88,46,2150.1060869565217,2194.333162764162,9,0,0.10500658543181984,False
u0149,IR,passed,235,3,0.36,92167.58,45,2048.1684444444445,2094.7529042846286,10,2,0.18407235421469342,False
u0150,SA,passed,963,8,0.06,20700.690000000002,13,1592.3607692307694,1476.2425027213603,6,0,0.009576379593140727,False
u0151,IN,passed,235,1,0.41,101002.61,46,2195.7089130434783,2268.244216790921,10,3,0.1781923815809877,False
u0152,DE,passed,615,4,0.39,15955.77,5,3191.154,3303.452219448618,4,43,-0.08012459515029335,True
u0153,IN,passed,442,9,0.67,120747.08,60,2012.4513333333334,2107.3599774297627,10,0,0.17248957154904399,False
u0154,FR,passed,168,9,0.18,184688.27,83,2225.159879518072,2248.166158763298,10,1,0.13200425650850434,False
u0155,IR,passed,465,8,0.35,73620.72,31,2374.861935483871,2188.019314590892,8,8,0.10512709679877297,False
u0156,RU,failed,331,6,0.36,121932.87,51,2390.840588235294,2540.2783537096184,10,2,0.13923999065372428,False
u0157,FR,passed,48,4,0.43,28319.190000000002,30,943.9730000000001,1403.639102267683,9,4,0.046556470505090375,False
u0158,US,passed,948,4,0.54,106993.1,55,1945.329090909091,2098.722076074155,10,1,0.15929728519278086,False
u0159,DE,failed,560,2,0.06,88121.7,53,1662.6735849056604,1618.0279142703487,10,1,0.13804690592788443,False
u0160,US,passed,522,8,0.58,180383.06,90,2004.2562222222223,1857.2872147274536,10,0,0.15175219217811453,False
u0161,IR,passed,167,4,0.37,25802.0,18,1433.4444444444443,1041.5204152652886,7,17,0.027915784290296064,False
u0162,NG,passed,0,7,0.33,140138.09,89,1574.5852808988764,1361.5147102392732,10,0,0.0875584220376886,False
u0163,SA,passed,722,7,0.91,171185.09,81,2113.396172839506,2105.1174444692915,10,1,0.14328106675067626,False
u0164,NG,passed,757,2,0.31,48326.87,29,1666.4437931034483,1384.3654968700946,10,1,0.13325894446059822,False
u0165,IN,passed,777,2,0.42,68725.39,36,1909.038611111111,2210.6922565000864,10,8,0.15230935646407423,False
u0166,SA,passed,49,9,0.44,147931.84,75,1972.4245333333333,1788.6756111551736,10,0,0.153543598591182,False
u0167,CN,passed,546,2,0.65,114539.68000000001,54,2121.1051851851853,1894.601922795235,10,1,0.18141410886585874,False
u0168,SA,passed,291,2,0.89,95719.85,45,2127.1077777777778,2014.8061236628935,10,2,0.16528252023768125,False
u0169,SA,failed,581,1,0.64,77810.97,42,1852.642142857143,1685.4827589795298,10,9,0.16005904422536316,False
u0170,CN,passed,507,4,0.23,159555.24,88,1813.1277272727273,1559.3073163093684,10,1,0.13538474706637554,False
u0171,CN,passed,641,6,0.81,79486.03,31,2564.065483870968,3013.500916582836,10,15,0.04330592707088532,False
u0172,IN,passed,10,2,0.23,119667.34,60,1994.4556666666665,1950.0335366767297,10,2,0.1613859638774705,False
u0173,SA,passed,297,7,0.45,139870.9,86,1626.4058139534884,1416.6174827993825,10,1,0.13680557455184367,False
u0174,NG,passed,776,7,0.15,185209.48,80,2315.1185,2464.6808424360215,10,2,0.10021104046990831,False
u0175,IR,failed,788,7,0.72,111687.44,62,1801.4103225806452,1512.5803089791195,10,1,0.1552157884447215,False
u0176,DE,passed,239,5,0.09,55101.4,37,1489.2270270270271,1611.2714844164823,10,0,0.10863106196390754,False
u0177,CN,passed,71,8,0.17,107701.74,55,1958.2134545454546,1776.2699063833263,10,4,0.1560884363684506,False
u0178,DE,passed,221,8,0.65,140569.45,74,1899.5871621621623,1945.9150619305046,10,4,0.1589846168810451,False
u0179,SA,passed,57,1,0.29,117434.18,62,1894.0996774193547,1756.8093635197624,10,0,0.16480732403143078,False
u0180,FR,failed,595,1,0.71,157941.83,80,1974.2728749999999,1783.9064253068666,10,3,0.16913160208168232,False
u0181,CN,passed,118,2,0.98,140521.74,68,2066.496176470588,1927.8956364969467,10,1,0.13311965314748853,False
u0182,RU,passed,546,7,0.48,159799.19999999998,77,2075.3142857142857,2158.3364798962943,10,6,0.15477440644512225,False
u0183,DE,passed,954,3,0.69,144981.44,77,1882.875844155844,2055.5450614831493,10,1,0.14924262702023733,False
u0184,US,passed,388,6,0.09,32260.32,17,1897.6658823529413,1382.3553460989096,8,7,0.07453930805937248,False
u0185,BR,passed,523,4,0.6,87274.9,33,2644.693939393939,2764.8189249760776,10,2,0.10537724709273205,False
u0186,NG,passed,455,4,0.31,162343.03,80,2029.287875,1753.7824165598956,10,6,0.1456850467640114,False
u0187,US,failed,190,4,0.36,89067.13,55,1619.4023636363638,1610.807505385815,10,1,0.16167086687857185,False
u0188,DE,passed,938,6,0.36,29689.47,16,1855.591875,1898.2765193975954,8,24,0.042475918844190774,False
u0189,SA,passed,15,1,0.81,123760.26,68,1820.0038235294116,2014.8710318773744,10,5,0.1255339093582093,False
u0190,SA,passed,763,9,0.86,204067.93,94,2170.935425531915,2631.947961397538,10,2,0.061801054516747334,False
u0191,US,passed,992,9,0.67,28348.28,18,1574.9044444444444,1293.8421510880012,9,1,0.07251802602617274,False
u0192,NG,passed,664,9,0.15,45343.479999999996,19,2386.498947368421,2609.7826522398686,9,5,0.0885380522141988,False
u0193,RU,failed,475,3,0.47,136130.37,75,1815.0716,1903.9318149300436,10,4,0.16922566270399142,False
u0194,IR,passed,655,8,0.67,103784.8,46,2256.191304347826,2409.59505975922,10,6,0.14709802511283865,False
u0195,DE,passed,759,5,0.23,18069.77,14,1290.6978571428572,1198.6955048409184,7,10,0.058923382954723325,False
u0196,US,passed,352,6,0.49,60181.270000000004,18,3343.403888888889,2789.838914032259,10,16,-0.0010857361105747199,True
u0197,IR,passed,293,7,0.74,15428.38,7,2204.0542857142855,1490.821144882434,4,3,0.030427221620036082,False
u0198,IR,passed,101,4,0.43,202170.01,95,2128.105368421053,2241.965212678192,10,0,0.09103709780556951,False
u0199,IR,passed,229,4,0.72,49363.03,23,2146.2186956521737,2183.0050201985005,9,6,0.12659156209594719,False
u0200,CN,passed,443,4,0.38,218086.11000000002,80,2726.076375,2639.456936494363,10,3,0.030487587369315117,False
u0201,DE,failed,830,1,0.0,148330.71,81,1831.2433333333333,1484.114317812142,10,1,0.08798260363263011,False
u0202,CN,passed,450,5,0.58,171776.69,84,2044.9605952380953,2400.7411882640226,10,3,0.1407958012499389,False
u0203,CN,passed,638,5,0.03,62638.37,36,1739.9547222222222,1423.8673486659718,9,11,0.08211577105008239,False
u0204,DE,passed,445,8,0.86,47658.72,26,1833.0276923076924,1481.9532189089036,10,2,0.13443349806579774,False
u0205,FR,passed,55,4,0.1,44725.8,29,1542.2689655172414,1704.4407718921118,9,2,0.08546757527056004,False
u0206,BR,passed,750,7,0.43,127779.38,82,1558.2851219512195,1513.0152764777106,10,3,0.12661356256494521,False
u0207,US,passed,144,7,0.66,62699.97,36,1741.6658333333335,1129.944399416879,10,1,0.11762179877904733,False
u0208,DE,passed,716,3,0.93,174183.06,90,1935.3673333333334,1905.0426569046992,10,1,0.12849506826735052,False
u0209,SA,passed,345,6,0.19,15824.85,11,1438.6227272727274,1230.4597426904377,8,4,0.06216005792845791,False
u0210,IN,passed,36,2,0.61,184596.76,81,2278.9723456790125,1914.4906496561114,10,2,0.1271188365164082,False
u0211,US,passed,482,5,0.05,86968.93,58,1499.4643103448275,1407.1406157132508,10,5,0.09955948746757576,False
u0212,FR,passed,204,2,0.03,71008.04,47,1510.8093617021275,1322.7766341831443,10,0,0.08207301597831951,False
u0213,RU,passed,4,6,0.09,11565.75,6,1927.625,1410.4452918528957,4,2,-0.012490382851657156,True
u0214,CN,passed,398,4,0.96,22559.87,10,2255.987,2473.1925693998123,7,4,0.040889096360158694,False
u0215,CN,passed,932,8,0.24,133517.82,68,1963.4973529411766,1751.1694513859918,10,1,0.15034354871925654,False
u0216,DE,passed,889,4,0.99,191741.5,86,2229.5523255813955,2073.772000797907,10,0,0.09824213679595856,False
u0217,IN,passed,566,9,0.71,214545.97,93,2306.9459139784944,2440.5300022746474,10,0,0.08831650596184587,False
u0218,BR,failed,333,7,0.43,90866.53,37,2455.852162162162,2284.345861256487,10,3,0.14061146916139466,False
u0219,DE,passed,608,5,0.73,11861.58,8,1482.6975,1023.4390638814658,6,10,0.04459737050011414,False
u0220,DE,passed,504,8,0.85,108343.05,64,1692.86015625,2227.5976641932048,10,1,0.15268460444115622,False
u0221,SA,passed,337,8,0.51,68724.92,39,1762.1774358974358,1724.360300149042,9,3,0.14355943997816267,False
u0222,DE,passed,51,8,0.91,18048.760000000002,11,1640.7963636363638,1384.120476644087,6,53,-0.02869449061591156,True
u0223,DE,failed,669,4,0.21,44562.51,26,1713.9426923076924,1909.9236711775843,10,12,0.12163511050066345,False
u0224,CN,passed,829,9,0.54,167665.87,84,1996.0222619047618,2153.259307029527,10,1,0.1686596279194889,False
u0225,BR,passed,182,9,0.34,169850.67,97,1751.0378350515466,1530.9241560051416,10,0,0.10378700318582834,False
u0226,DE,passed,131,5,0.25,190484.2,98,1943.7163265306124,1784.862821997605,10,1,0.11542843805610775,False
u0227,SA,passed,14,6,0.34,32264.9,25,1290.596,1447.0882386940566,8,4,0.07123982099164727,False
u0228,RU,failed,877,3,0.91,116747.24,65,1796.1113846153846,1716.2339561211825,10,1,0.1446481112020646,False
u0229,DE,passed,960,5,0.62,103468.17,37,2796.437027027027,2635.316070923167,10,3,0.055194657250064894,False
u0230,BR,passed,391,6,0.02,195161.51,76,2567.914605263158,2539.4529788973277,10,0,0.04318117835734714,False
u0231,IR,passed,381,7,0.06,184433.25,95,1941.4026315789474,1848.6769675705868,10,0,0.10833508537477343,False
u0232,DE,passed,297,5,0.8,69223.66,40,1730.5915,1722.8665821665968,8,6,0.1000003945870595,False
u0233,BR,passed,805,2,0.97,65496.21,42,1559.4335714285714,1549.878683969658,9,1,0.09230305776678233,False
u0234,SA,passed,515,5,0.87,103028.49,66,1561.0377272727274,1476.8764698603136,10,0,0.13115791003277438,False
u0235,BR,passed,642,7,0.41,11336.68,10,1133.6680000000001,692.1978623486207,6,24,-0.03034208354557799,True
u0236,NG,passed,145,7,0.09,111408.03,59,1888.2716949152543,2147.7537722436277,10,0,0.14375245603714065,False
u0237,IR,passed,147,4,0.66,101830.99,54,1885.759074074074,1796.2887901997387,10,1,0.1787413753137938,False
u0238,CN,passed,865,9,0.85,14544.65,10,1454.465,1929.131022053712,7,9,0.048283163506250504,False
u0239,IR,passed,588,5,0.57,23801.129999999997,9,2644.5699999999997,1913.1570352234548,5,23,0.007241770538436221,False
u0240,US,passed,111,1,0.68,132879.32,62,2143.2148387096777,1954.905226496354,10,0,0.15898321623815964,False
